FID,Volcano_Number,Volcano_Name,Eruption_Number,Activity_Type,ExplosivityIndexMax,ExplosivityIndexModifier,ActivityArea,ActivityUnit,StartEvidenceMethod,StartDateYearModifier,StartDateYear,StartDateYearUncertainty,StartDateDayModifier,StartDateMonth,StartDateDay,StartDateDayUncertainty,EndDateYearModifier,EndDateYear,EndDateYearUncertainty,EndDateDayModifier,EndDateMonth,EndDateDay,EndDateDayUncertainty,GeoLocation
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c00,263140,Galunggung,15716,Confirmed Eruption,5,?,,,Radiocarbon (uncorrected),,-2250,150,,0,0,,,,,,,,,POINT (-7.25 108.058)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c01,263140,Galunggung,15718,Confirmed Eruption,5,,,,Historical Observations,,1822,,,10,8,,,1822,,,12,1,30,POINT (-7.25 108.058)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c02,263140,Galunggung,15721,Confirmed Eruption,4,,New crater at Gunung Jadi location,,Historical Observations,,1982,,,4,5,,,1983,,,1,8,,POINT (-7.25 108.058)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c03,263250,Merapi,15820,Confirmed Eruption,4,P,,Bakalan tephra,Radiocarbon (uncorrected),,-1180,75,,0,0,,,,,,,,,POINT (-7.54 110.446)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c04,263250,Merapi,15824,Confirmed Eruption,4,P,,Tegalsruni tephra,Radiocarbon (corrected),,20,300,,0,0,,,,,,,,,POINT (-7.54 110.446)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c05,263250,Merapi,15878,Confirmed Eruption,4,,,,Historical Observations,,1872,,,4,15,,,1872,,,4,21,,POINT (-7.54 110.446)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c06,263250,Merapi,15925,Confirmed Eruption,4,,,,Historical Observations,,2010,,,10,26,,,2012,,,7,15,,POINT (-7.54 110.446)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c07,263280,Kelut,15933,Confirmed Eruption,5,?,,,Historical Observations,,1586,,,0,0,,,,,,,,,POINT (-7.93 112.308)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c08,263280,Kelut,15934,Confirmed Eruption,4,?,,,Historical Observations,,1641,,,0,0,,,,,,,,,POINT (-7.93 112.308)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c09,263280,Kelut,15944,Confirmed Eruption,4,?,,,Historical Observations,,1826,,,10,11,,,1826,,,10,25,,POINT (-7.93 112.308)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c0a,263280,Kelut,15953,Confirmed Eruption,4,,,,Historical Observations,,1919,,,5,19,,,1919,,,5,20,,POINT (-7.93 112.308)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c0b,263280,Kelut,15955,Confirmed Eruption,4,,,,Historical Observations,,1951,,,8,31,,,1951,,,8,31,,POINT (-7.93 112.308)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c0c,263280,Kelut,15956,Confirmed Eruption,4,,,,Historical Observations,,1966,,,4,26,,,1966,,,4,27,,POINT (-7.93 112.308)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c0d,263280,Kelut,15957,Confirmed Eruption,4,,,,Historical Observations,,1990,,,2,10,,,1990,,,3,13,45,POINT (-7.93 112.308)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c0e,263280,Kelut,20934,Confirmed Eruption,4,,,,Historical Observations,,2014,,,2,13,,,2014,,,2,15,,POINT (-7.93 112.308)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c0f,263310,Tengger Caldera,16009,Confirmed Eruption,4,P,Sandsea caldera,,Radiocarbon (uncorrected),,-830,50,,0,0,,,,,,,,,POINT (-7.942 112.95)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c10,263340,Raung,16105,Confirmed Eruption,5,?,,,Historical Observations,,1593,,,0,0,,,,,,,,,POINT (-8.119 114.056)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c11,263340,Raung,16107,Confirmed Eruption,4,?,,,Historical Observations,,1638,,,0,0,,,,,,,,,POINT (-8.119 114.056)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c12,263340,Raung,16113,Confirmed Eruption,4,?,,,Historical Observations,,1817,,,1,16,,,1817,,?,2,10,,POINT (-8.119 114.056)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c13,264020,Agung,16209,Confirmed Eruption,5,,,,Historical Observations,,1843,,,0,0,,,,,,,,,POINT (-8.343 115.508)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c14,264020,Agung,16210,Confirmed Eruption,5,,,,Historical Observations,,1963,,,2,18,,,1964,,,1,27,,POINT (-8.343 115.508)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c15,264030,Rinjani,20843,Confirmed Eruption,7,?,Samalas,,Ice Core,,1257,,,7,1,90,,,,,,,,POINT (-8.42 116.47)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c16,264040,Tambora,16231,Confirmed Eruption,7,,,,Historical Observations,,1812,,,0,0,,,1815,,?,7,15,,POINT (-8.25 118)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c17,265050,Teon,16375,Confirmed Eruption,4,?,,,Historical Observations,,1660,,,2,0,,,,,,,,,POINT (-6.976 129.144)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c18,265070,Serua,16386,Confirmed Eruption,4,?,,,Historical Observations,,1693,,,6,4,,,1693,,,7,0,,POINT (-6.312 130.017)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c19,266010,Colo,16423,Confirmed Eruption,4,,Gunung Colo,,Historical Observations,,1983,,,7,18,,,1983,,,12,16,15,POINT (-0.162 121.601)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c1a,266130,Tangkoko-Duasudara,16471,Confirmed Eruption,5,?,,,Historical Observations,,1680,,,0,0,,,,,,,,,POINT (1.518 125.185)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c1b,267010,Ruang,16493,Confirmed Eruption,4,?,,,Historical Observations,,2002,,,9,25,,,2002,,?,9,29,,POINT (2.3 125.37)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c1c,267040,Awu,16556,Confirmed Eruption,4,?,,,Historical Observations,,1812,,,8,6,,,1812,,,8,8,,POINT (3.689 125.447)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c1d,267040,Awu,16567,Confirmed Eruption,4,,,,Historical Observations,,1966,,,8,12,,,1966,,,10,16,15,POINT (3.689 125.447)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c1e,268040,Gamkonora,16584,Confirmed Eruption,5,?,,,Historical Observations,,1673,,,5,20,,,,,,,,,POINT (1.38 127.53)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c1f,268070,Makian,16680,Confirmed Eruption,4,?,,,Historical Observations,,1646,,,7,19,,,1646,,,7,21,,POINT (0.32 127.4)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c20,268070,Makian,16682,Confirmed Eruption,4,?,,,Historical Observations,,1760,,,9,22,,,1761,,>,4,30,,POINT (0.32 127.4)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c21,268070,Makian,16685,Confirmed Eruption,4,?,,,Historical Observations,,1861,,,12,28,,,1862,,,10,0,,POINT (0.32 127.4)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c22,271011,Parker,16692,Confirmed Eruption,4,P,,,Radiocarbon (uncorrected),,-1920,40,,0,0,,,,,,,,,POINT (6.113 124.892)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c23,271011,Parker,16693,Confirmed Eruption,4,P,,,Radiocarbon (corrected),,1380,75,,0,0,,,,,,,,,POINT (6.113 124.892)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c24,271011,Parker,16694,Confirmed Eruption,5,?,,,Historical Observations,,1640,,,12,26,5,,1641,,,1,4,,POINT (6.113 124.892)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c25,273030,Mayon,13605,Confirmed Eruption,4,,,,Historical Observations,,1814,,,2,1,,,1814,,>,2,15,,POINT (13.257 123.685)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c26,273030,Mayon,16794,Confirmed Eruption,4,?,,,Historical Observations,,1897,,<,5,23,,,1897,,,7,23,,POINT (13.257 123.685)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c27,273070,Taal,16853,Confirmed Eruption,4,,SW flank (near Mt. Tabaro),,Historical Observations,,1965,,,9,28,,,1965,,,9,30,,POINT (14.002 120.993)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c28,273070,Taal,16826,Confirmed Eruption,6,,,Taal Scoria Flow,Radiocarbon (uncorrected),,-3580,200,,0,0,,,,,,,,,POINT (14.002 120.993)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c29,273070,Taal,16837,Confirmed Eruption,4,?,Calauit (sublacustral SE flank),,Historical Observations,,1716,,,9,24,,,1716,,,9,27,,POINT (14.002 120.993)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c2a,273070,Taal,16840,Confirmed Eruption,4,,,,Historical Observations,,1749,,?,8,11,,,1749,,,9,0,,POINT (14.002 120.993)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c2b,273070,Taal,16841,Confirmed Eruption,4,,Summit crater and SE flank,,Historical Observations,,1754,,,5,15,,,1754,,,12,4,,POINT (14.002 120.993)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c2c,273083,Pinatubo,16862,Confirmed Eruption,6,?,Tayawan caldera,,Radiocarbon (corrected),,-7460,150,,0,0,,,,,,,,,POINT (15.13 120.35)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c2d,273083,Pinatubo,16864,Confirmed Eruption,6,,,,Radiocarbon (corrected),?,-3550,,,0,0,,,,,,,,,POINT (15.13 120.35)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c2e,273083,Pinatubo,16865,Confirmed Eruption,6,,,,Radiocarbon (corrected),,-1050,500,,0,0,,,,,,,,,POINT (15.13 120.35)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c2f,273083,Pinatubo,16866,Confirmed Eruption,5,?,,,Radiocarbon (corrected),,1450,50,,0,0,,,,,,,,,POINT (15.13 120.35)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c30,273083,Pinatubo,16867,Confirmed Eruption,6,,Lower north flank and summit,,Historical Observations,,1991,,,4,2,,,1991,,,9,2,,POINT (15.13 120.35)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c31,274030,Babuyan Claro,16880,Confirmed Eruption,4,?,Babuyan Claro,,Historical Observations,,1831,,,0,0,,,,,,,,,POINT (19.523 121.94)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c32,282010,Submarine Volcano NNE of Iriomotejima,16910,Confirmed Eruption,4,?,,,Historical Observations,,1924,,,10,31,,,,,,,,,POINT (24.57 123.93)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c33,282030,Suwanosejima,16921,Confirmed Eruption,4,+,,,Tephrochronology,?,1600,,,0,0,,,,,,,,,POINT (29.638 129.714)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c34,282030,Suwanosejima,16922,Confirmed Eruption,4,,SW ridge fissure and O-take,,Historical Observations,,1813,,,0,0,,,1814,,,0,0,,POINT (29.638 129.714)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c35,282030,Suwanosejima,16923,Confirmed Eruption,4,?,,,Historical Observations,,1877,,,0,0,,,,,,,,,POINT (29.638 129.714)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c36,282030,Suwanosejima,16926,Confirmed Eruption,4,,O-take,,Historical Observations,,1889,,,10,2,,,1889,,,10,13,,POINT (29.638 129.714)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c37,282050,Kuchinoerabujima,16971,Confirmed Eruption,4,?,Shin-take,,Historical Observations,,1933,,,12,23,,,1934,,,1,12,,POINT (30.443 130.217)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c38,282060,Kikai,16980,Confirmed Eruption,7,,Kikai caldera,Akahoya tephra,Radiocarbon (uncorrected),?,-4350,,,0,0,,,,,,,,,POINT (30.793 130.305)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c39,282070,Ata,17006,Confirmed Eruption,5,,Ikeda-ko caldera,Tephra layer Ikp,Radiocarbon (uncorrected),,-2690,75,,0,0,,,,,,,,,POINT (31.22 130.57)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c3a,282070,Ata,17007,Confirmed Eruption,4,,Kaimon,Tephra layer Km-rho,Tephrochronology,?,-2010,,,0,0,,,,,,,,,POINT (31.22 130.57)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c3b,282070,Ata,17008,Confirmed Eruption,4,,Kaimon,Tephra set Km-pi,Tephrochronology,?,-1780,,,0,0,,,,,,,,,POINT (31.22 130.57)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c3c,282070,Ata,17011,Confirmed Eruption,4,,Kaimon,Tephra layer Km-xi,Tephrochronology,?,-1500,,,0,0,,,,,,,,,POINT (31.22 130.57)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c3d,282070,Ata,17014,Confirmed Eruption,4,,Kaimon,Tephra set Km-mu,Tephrochronology,?,-650,,,0,0,,,,,,,,,POINT (31.22 130.57)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c3e,282070,Ata,17015,Confirmed Eruption,4,,Kaimon,Tephra set Km-lamda,Tephrochronology,?,-270,,,0,0,,,,,,,,,POINT (31.22 130.57)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c3f,282070,Ata,17016,Confirmed Eruption,4,,Kaimon,Tephra set Km-kappa,Tephrochronology,?,-80,,,0,0,,,,,,,,,POINT (31.22 130.57)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c40,282070,Ata,17018,Confirmed Eruption,4,,Kaimon,Tephra set Km-theta,Tephrochronology,?,130,,,0,0,,,,,,,,,POINT (31.22 130.57)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c41,282070,Ata,17019,Confirmed Eruption,4,,Kaimon,Tephra set Km-eta,Tephrochronology,?,150,,,0,0,,,,,,,,,POINT (31.22 130.57)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c42,282070,Ata,17022,Confirmed Eruption,4,,Kaimon,Tephra set Km-delta,Tephrochronology,?,600,,,0,0,,,,,,,,,POINT (31.22 130.57)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c43,282070,Ata,17023,Confirmed Eruption,4,+,Kaimon,,Tephrochronology,?,660,,,0,0,,,,,,,,,POINT (31.22 130.57)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c44,282070,Ata,17024,Confirmed Eruption,4,,Kaimon,Tephra set Km-gamma,Tephrochronology,?,720,,,0,0,,,,,,,,,POINT (31.22 130.57)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c45,282070,Ata,17025,Confirmed Eruption,4,,Kaimon,Tephra set Km-beta,Tephrochronology,?,770,,,0,0,,,,,,,,,POINT (31.22 130.57)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c46,282070,Ata,17028,Confirmed Eruption,4,,Kaimon,,Historical Observations,,874,,,3,29,,,874,,?,7,0,,POINT (31.22 130.57)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c47,282070,Ata,17030,Confirmed Eruption,4,,Kaimon,,Historical Observations,,885,,,8,29,,,885,,,9,28,,POINT (31.22 130.57)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c48,282080,Aira,17036,Confirmed Eruption,6,,Wakamiko Caldera,,Radiocarbon (uncorrected),,-8050,1000,,,,,,,,,,,,POINT (31.593 130.657)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c49,282080,Aira,17037,Confirmed Eruption,5,,Kita-dake,Tephra layer Sz-11,Radiocarbon (uncorrected),?,-6050,,,0,0,,,,,,,,,POINT (31.593 130.657)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c4a,282080,Aira,17041,Confirmed Eruption,4,,Kita-dake,Tephra layer Sz-7,Radiocarbon (uncorrected),?,-3050,,,0,0,,,,,,,,,POINT (31.593 130.657)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c4b,282080,Aira,17042,Confirmed Eruption,4,,Kita-dake,Tephra layer Sz-5,Radiocarbon (uncorrected),?,-2900,,,0,0,,,,,,,,,POINT (31.593 130.657)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c4c,282080,Aira,17047,Confirmed Eruption,4,,East flank (Nabe-yama),Sz-4 tephra,Historical Observations,,764,,,1,0,,,,,,,,,POINT (31.593 130.657)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c4d,282080,Aira,17051,Confirmed Eruption,5,?,"NE and SW flanks, summit crater",,Historical Observations,,1471,,,11,3,,,1476,,>,10,8,,POINT (31.593 130.657)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c4e,282080,Aira,17061,Confirmed Eruption,4,,"NE flank, off NE coast, south flank",,Historical Observations,,1779,,,11,8,,,1781,,,5,0,,POINT (31.593 130.657)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c4f,282080,Aira,17077,Confirmed Eruption,4,,"West, east and SE flanks",,Historical Observations,,1914,,,1,12,,,1915,,,5,0,,POINT (31.593 130.657)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c50,282090,Kirishimayama,17092,Confirmed Eruption,4,,Old Takachiho,Ushinosune Ash,Radiocarbon (uncorrected),?,-4350,,,0,0,,,,,,,,,POINT (31.934 130.862)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c51,282090,Kirishimayama,17095,Confirmed Eruption,4,,Mi-ike,Tephra layer Kr-M,Radiocarbon (uncorrected),?,-2650,,,0,0,,,,,,,,,POINT (31.934 130.862)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c52,282090,Kirishimayama,17100,Confirmed Eruption,4,,Ohachi (Katazoe Scoria),,Historical Observations,,788,,,4,18,,,,,,,,,POINT (31.934 130.862)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c53,282090,Kirishimayama,17112,Confirmed Eruption,4,P,Ohachi,Takahara Tephra,Historical Observations,,1235,,,1,25,,,,,,,,,POINT (31.934 130.862)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c54,282120,Kujusan,17352,Confirmed Eruption,4,,,A2 tephra,Radiocarbon (corrected),,-9160,1190,,0,0,,,,,,,,,POINT (33.086 131.249)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c55,282120,Kujusan,17355,Confirmed Eruption,4,,Taisen-Hokubu lava dome,Tephra layer A1,Radiocarbon (corrected),,-3780,500,,0,0,,,,,,,,,POINT (33.086 131.249)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c56,282120,Kujusan,17357,Confirmed Eruption,4,,Danbaru,DS tephra,Radiocarbon (corrected),,-2440,300,,0,0,,,,,,,,,POINT (33.086 131.249)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c57,282120,Kujusan,17359,Confirmed Eruption,4,,Komekubo crater,Tephra layer KA,Radiocarbon (corrected),,-990,940,,0,0,,,,,,,,,POINT (33.086 131.249)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c58,282120,Kujusan,17360,Confirmed Eruption,4,,Komekubo crater,Tephra layer KB,Radiocarbon (corrected),,-100,300,,0,0,,,,,,,,,POINT (33.086 131.249)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c59,282130,Yufu-Tsurumi,17366,Confirmed Eruption,4,,Yufu-dake summit and N flank (Ikeshiro),,Radiocarbon (uncorrected),,-200,50,,0,0,,,,,,,,,POINT (33.282 131.39)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c5a,283002,Sanbesan,17371,Confirmed Eruption,4,,Taihei-zan,,Tephrochronology,?,-1920,,,0,0,,,,,,,,,POINT (35.141 132.622)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c5b,283010,Izu-Tobu,17374,Confirmed Eruption,4,,Omuro-yama,,Radiocarbon (corrected),,-2100,100,,0,0,,,,,,,,,POINT (34.9 139.098)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c5c,283010,Izu-Tobu,17376,Confirmed Eruption,4,+,Kawagodaira,,Radiocarbon (corrected),,-1150,50,,0,0,,,,,,,,,POINT (34.9 139.098)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c5d,283030,Fujisan,17409,Confirmed Eruption,5,,,Tephra layer Os,Tephrochronology,?,-1350,,,0,0,,,,,,,,,POINT (35.361 138.728)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c5e,283030,Fujisan,17411,Confirmed Eruption,4,+,NW flank (Omuro-yama),,Tephrochronology,?,-1030,,,0,0,,,,,,,,,POINT (35.361 138.728)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c5f,283030,Fujisan,17413,Confirmed Eruption,5,,Upper SE flank,Tephra layer Zu,Radiocarbon (uncorrected),>,-930,,,0,0,,,,,,,,,POINT (35.361 138.728)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c60,283030,Fujisan,17433,Confirmed Eruption,4,,"Summit, NE and NW flanks (Tenjin-yama)",,Historical Observations,,800,,,4,11,,,802,,>,2,6,,POINT (35.361 138.728)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c61,283030,Fujisan,17452,Confirmed Eruption,5,,SE flank (Hoei Craters),,Historical Observations,,1707,,,12,16,,,1708,,?,2,24,,POINT (35.361 138.728)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c62,283050,Hakusan,17465,Confirmed Eruption,4,,Kengamine,Hm-10 tephra,Radiocarbon (corrected),?,-200,,,0,0,,,,,,,,,POINT (36.155 136.771)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c63,283070,Yakedake,17491,Confirmed Eruption,4,,,,Radiocarbon (corrected),?,-350,,,0,0,,,,,,,,,POINT (36.227 137.587)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c64,283090,Niigata-Yakeyama,17536,Confirmed Eruption,4,,,Koyaike Ash; tephra layer KG-c,Historical Observations,,887,,,0,0,,,,,,,,,POINT (36.921 138.036)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c65,283100,Myokosan,17552,Confirmed Eruption,5,?,,Akakura Ash; AK-a tephra,Radiocarbon (corrected),,-4750,300,,0,0,,,,,,,,,POINT (36.891 138.114)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c66,283100,Myokosan,17558,Confirmed Eruption,4,,,Otagirigawa Ash; OT-a tephra,Radiocarbon (corrected),,-2750,100,,0,0,,,,,,,,,POINT (36.891 138.114)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c67,283110,Asamayama,17674,Confirmed Eruption,4,,,As-D tephra layers,Anthropology,,-2550,500,,0,0,,,,,,,,,POINT (36.406 138.523)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c68,283110,Asamayama,17676,Confirmed Eruption,4,,,As-C tephra,Anthropology,,350,10,,11,15,15,,,,,,,,POINT (36.406 138.523)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c69,283110,Asamayama,17679,Confirmed Eruption,5,,,,Historical Observations,,1108,,,8,29,,,1108,,,10,0,,POINT (36.406 138.523)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c6a,283110,Asamayama,17748,Confirmed Eruption,4,,,,Historical Observations,,1783,,,5,9,,,1783,,,8,5,,POINT (36.406 138.523)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c6b,283122,Harunasan,17814,Confirmed Eruption,4,+,Futatsu-dake,,Anthropology,,520,10,,6,1,30,,,,,,,,POINT (36.477 138.851)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c6c,283122,Harunasan,17815,Confirmed Eruption,5,,Futatsu-dake,,Anthropology,,550,10,,6,1,30,,,,,,,,POINT (36.477 138.851)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c6d,283120,Kusatsu-Shiranesan,17819,Confirmed Eruption,4,,Moto-Shirane,,Radiocarbon (uncorrected),,-1120,150,,0,0,,,,,,,,,POINT (36.618 138.528)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c6e,283143,Takaharayama,17852,Confirmed Eruption,4,?,Fuji-san lava dome,Tk-Ue tephra,Radiocarbon (corrected),?,-4570,,,0,0,,,,,,,,,POINT (36.9 139.777)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c6f,283151,Numazawa,17865,Confirmed Eruption,5,,,,Radiocarbon (corrected),?,-3400,,,0,0,,,,,,,,,POINT (37.444 139.566)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c70,283160,Bandaisan,17900,Confirmed Eruption,4,,Kobandai,RE1 tephra,Historical Observations,,1888,,,7,15,,,1888,,,7,15,,POINT (37.601 140.072)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c71,283190,Zaozan,17948,Confirmed Eruption,4,,Goshiki-dake area,Z-To9 tephra,Radiocarbon (corrected),,300,200,,0,0,,,,,,,,,POINT (38.144 140.44)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c72,283230,Akita-Komagatake,18036,Confirmed Eruption,4,,,"AK-9, Arasawa tephra",Tephrochronology,,-8300,300,,0,0,,,,,,,,,POINT (39.761 140.799)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c73,283230,Akita-Komagatake,18038,Confirmed Eruption,4,,,"AK-8, Horikiri tephra",Radiocarbon (corrected),,-7850,200,,0,0,,,,,,,,,POINT (39.761 140.799)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c74,283271,Towada,18092,Confirmed Eruption,5,,Goshikiiwa,To-F tephra,Radiocarbon (corrected),?,-8250,,,0,0,,,,,,,,,POINT (40.51 140.88)
VOTW_Holocene_Eruptions (test).fid--4d9842f7_162e410decd_1c75,283271,Towada,18093,Confirmed Eruption,5,?,Goshikiiwa,To-E tephra; Nambu Pumice,Radiocarbon (corrected),?,-7250,,,0,0,,,,,,,,,POINT (40.51 140.88)
